"facetCredentialCode",facetCredentialName,chosenTaxonomyCode,chosenTaxonomyDescription,providerCount
EdD,Doctor of Education,204C00000X,SPORTS MEDICINE (NEUROMUSCULOSKELETAL MEDICINE) PHYSICIAN,1
EdD,Doctor of Education,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
EdD,Doctor of Education,2083S0010X,SPORTS MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
FAAP,Fellow of the American Academy of Pediatrics,208000000X,PEDIATRICS PHYSICIAN,1
FAAP,Fellow of the American Academy of Pediatrics,208D00000X,GENERAL PRACTICE PHYSICIAN,1
FACOG,Fellow of the American College of Obstetrics and Gynecology,207V00000X,OBSTETRICS & GYNECOLOGY PHYSICIAN,1
HHA,Home Health Aide,202K00000X,PHLEBOLOGY PHYSICIAN,1
HHA,Home Health Aide,207K00000X,ALLERGY & IMMUNOLOGY PHYSICIAN,1
HS,High School Graduate,208VP0014X,INTERVENTIONAL PAIN MEDICINE PHYSICIAN,1
IBCLC,International Board Certified Lactation Consultant,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
IBCLC,International Board Certified Lactation Consultant,207V00000X,OBSTETRICS & GYNECOLOGY PHYSICIAN,1
IBCLC,International Board Certified Lactation Consultant,207VX0000X,OBSTETRICS PHYSICIAN,1
IBCLC,International Board Certified Lactation Consultant,2080A0000X,PEDIATRIC ADOLESCENT MEDICINE PHYSICIAN,1
IBCLC,International Board Certified Lactation Consultant,2080N0001X,NEONATAL-PERINATAL MEDICINE PHYSICIAN,1
IBCLC,International Board Certified Lactation Consultant,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
IBCLC,International Board Certified Lactation Consultant,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
IDC,Infection Disease Control Specialist,202C00000X,INDEPENDENT MEDICAL EXAMINER PHYSICIAN,1
JD,Juris Doctor,2084B0040X,BEHAVIORAL NEUROLOGY & NEUROPSYCHIATRY PHYSICIAN,1
JD,Juris Doctor,2084P0802X,ADDICTION PSYCHIATRY PHYSICIAN,1
JD,Juris Doctor,208D00000X,GENERAL PRACTICE PHYSICIAN,1
LAC,Licensed Acupuncturist,204C00000X,SPORTS MEDICINE (NEUROMUSCULOSKELETAL MEDICINE) PHYSICIAN,1
LAC,Licensed Acupuncturist,207KA0200X,ALLERGY PHYSICIAN,1
LAC,Licensed Acupuncturist,207N00000X,DERMATOLOGY PHYSICIAN,1
LAC,Licensed Acupuncturist,207QG0300X,GERIATRIC MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
LAC,Licensed Acupuncturist,207RA0401X,ADDICTION MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
LAC,Licensed Acupuncturist,207VC0200X,CRITICAL CARE MEDICINE (OBSTETRICS & GYNECOLOGY) PHYSICIAN,1
LAC,Licensed Acupuncturist,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
LAC,Licensed Acupuncturist,2081P0004X,SPINAL CORD INJURY MEDICINE PHYSICIAN,1
LAC,Licensed Acupuncturist,2083P0500X,PREVENTIVE MEDICINE/OCCUPATIONAL ENVIRONMENTAL MEDICINE PHYSICIAN,1
LAC,Licensed Acupuncturist,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
LAC,Licensed Acupuncturist,2083S0010X,SPORTS MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
LAC,Licensed Acupuncturist,2084N0008X,NEUROMUSCULAR MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
LAC,Licensed Acupuncturist,2084P0804X,CHILD & ADOLESCENT PSYCHIATRY PHYSICIAN,1
LADC,Licensed Alcohol and Drug Counselor,2084A0401X,ADDICTION MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
LAMFT,Licensed Associate Marriage and Family Therapist,2084P0800X,PSYCHIATRY PHYSICIAN,1
LAT,Licensed Athletic Trainer,207PE0004X,EMERGENCY MEDICAL SERVICES (EMERGENCY MEDICINE) PHYSICIAN,1
LAT,Licensed Athletic Trainer,207XX0004X,ORTHOPAEDIC FOOT AND ANKLE SURGERY PHYSICIAN,1
LAT,Licensed Athletic Trainer,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
LAT,Licensed Athletic Trainer,2084S0010X,SPORTS MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
LCADC,Licensed Clinical Alcohol and Drug Counselor,207RA0401X,ADDICTION MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
LCAS,Licensed Clinical Addiction Specialist,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
LCAS,Licensed Clinical Addiction Specialist,207RN0300X,NEPHROLOGY PHYSICIAN,1
LCMHC,Licensed Clinical Mental Health Counselor,2084P0802X,ADDICTION PSYCHIATRY PHYSICIAN,1
LCMHCA,Licensed Clinical Mental Health Counselor Associate,2080P0006X,DEVELOPMENTAL - BEHAVIORAL PEDIATRICS PHYSICIAN,1
LCPC,Licensed Clinical Professional Counselor,207R00000X,INTERNAL MEDICINE PHYSICIAN,1
LCPC,Licensed Clinical Professional Counselor,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,202D00000X,INTEGRATIVE MEDICINE PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,207L00000X,ANESTHESIOLOGY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,207P00000X,EMERGENCY MEDICINE PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,207RC0000X,CARDIOVASCULAR DISEASE PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,207RG0100X,GASTROENTEROLOGY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,207RH0003X,HEMATOLOGY & ONCOLOGY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,207RN0300X,NEPHROLOGY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,207V00000X,OBSTETRICS & GYNECOLOGY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2080A0000X,PEDIATRIC ADOLESCENT MEDICINE PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2080C0008X,CHILD ABUSE PEDIATRICS PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2080P0207X,PEDIATRIC HEMATOLOGY & ONCOLOGY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,208200000X,PLASTIC SURGERY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2083A0300X,ADDICTION MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2083X0100X,OCCUPATIONAL MEDICINE PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2084A0401X,ADDICTION MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2084H0002X,HOSPICE AND PALLIATIVE MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2084N0400X,NEUROLOGY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2084P0802X,ADDICTION PSYCHIATRY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,2085R0202X,DIAGNOSTIC RADIOLOGY PHYSICIAN,1
LCSW,Licensed Clinical Social Worker,208600000X,SURGERY PHYSICIAN,1
LCSW-A,Licensed Clinical Social Worker Associate,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
LCSW-C,Licensed Clinical Social Worker - Clinical,208D00000X,GENERAL PRACTICE PHYSICIAN,1
LCSWA,Licensed Clinical Social Worker Associate,2084P0800X,PSYCHIATRY PHYSICIAN,1
LCSWA,Licensed Clinical Social Worker Associate,2084P0802X,ADDICTION PSYCHIATRY PHYSICIAN,1
LDO,Licensed Dispensing Optician,207W00000X,OPHTHALMOLOGY PHYSICIAN,1
LGSW,Licensed Graduate Social Worker,2084P0804X,CHILD & ADOLESCENT PSYCHIATRY PHYSICIAN,1
LGSW,Licensed Graduate Social Worker,208M00000X,HOSPITALIST PHYSICIAN,1
LICSW,Licensed Independent Clinical Social Worker,207RG0300X,GERIATRIC MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
LICSW,Licensed Independent Clinical Social Worker,208000000X,PEDIATRICS PHYSICIAN,1
LICSW,Licensed Independent Clinical Social Worker,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
LICSW,Licensed Independent Clinical Social Worker,2084P0804X,CHILD & ADOLESCENT PSYCHIATRY PHYSICIAN,1
LICSW,Licensed Independent Clinical Social Worker,208D00000X,GENERAL PRACTICE PHYSICIAN,1
LISW,Licensed Independent Social Worker,207P00000X,EMERGENCY MEDICINE PHYSICIAN,1
LISW,Licensed Independent Social Worker,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
LISW,Licensed Independent Social Worker,2080A0000X,PEDIATRIC ADOLESCENT MEDICINE PHYSICIAN,1
LISW-CP,Licensed Independent Social Worker - Clinical Practice,2084P0800X,PSYCHIATRY PHYSICIAN,1
LL,Laymens League,202K00000X,PHLEBOLOGY PHYSICIAN,1
LMBT,Licensed Massage and Bodywork Therapist,204C00000X,SPORTS MEDICINE (NEUROMUSCULOSKELETAL MEDICINE) PHYSICIAN,1
LMBT,Licensed Massage and Bodywork Therapist,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
LMBT,Licensed Massage and Bodywork Therapist,2081P2900X,PAIN MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
LMBT,Licensed Massage and Bodywork Therapist,2081S0010X,SPORTS MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
LMFT,Licensed Marriage and Family Therapist,204D00000X,NEUROMUSCULOSKELETAL MEDICINE & OMM PHYSICIAN,1
LMFT,Licensed Marriage and Family Therapist,2084P0804X,CHILD & ADOLESCENT PSYCHIATRY PHYSICIAN,1
LMHC,Licensed Mental Health Counselor,2080P0006X,DEVELOPMENTAL - BEHAVIORAL PEDIATRICS PHYSICIAN,1
LMHC,Licensed Mental Health Counselor,2080P0008X,PEDIATRIC NEURODEVELOPMENTAL DISABILITIES PHYSICIAN,1
LMHC,Licensed Mental Health Counselor,2083A0300X,ADDICTION MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
LMHC,Licensed Mental Health Counselor,208D00000X,GENERAL PRACTICE PHYSICIAN,1
LMHCA,Licensed Mental Health Counselor Associate,2080P0008X,PEDIATRIC NEURODEVELOPMENTAL DISABILITIES PHYSICIAN,1
LMHP,Licensed Mental Health Practitioner,2084A0401X,ADDICTION MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
LMP,Licensed Massage Practitioner,2081N0008X,NEUROMUSCULAR MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
LMP,Licensed Massage Practitioner,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
LMP,Licensed Massage Practitioner,2083T0002X,MEDICAL TOXICOLOGY (PREVENTIVE MEDICINE) PHYSICIAN,1
LMP,Licensed Massage Practitioner,208D00000X,GENERAL PRACTICE PHYSICIAN,1
LMT,Licensed Massage Therapist,207N00000X,DERMATOLOGY PHYSICIAN,1
LMT,Licensed Massage Therapist,207P00000X,EMERGENCY MEDICINE PHYSICIAN,1
LMT,Licensed Massage Therapist,207VE0102X,REPRODUCTIVE ENDOCRINOLOGY PHYSICIAN,1
LMT,Licensed Massage Therapist,207XX0005X,SPORTS MEDICINE (ORTHOPAEDIC SURGERY) PHYSICIAN,1
LMT,Licensed Massage Therapist,2081H0002X,HOSPICE AND PALLIATIVE MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
LMT,Licensed Massage Therapist,2083B0002X,OBESITY MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
LMT,Licensed Massage Therapist,2083X0100X,OCCUPATIONAL MEDICINE PHYSICIAN,1
LMT,Licensed Massage Therapist,2084N0008X,NEUROMUSCULAR MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
LMT,Licensed Massage Therapist,2085R0203X,THERAPEUTIC RADIOLOGY PHYSICIAN,1
LMT,Licensed Massage Therapist,208600000X,SURGERY PHYSICIAN,1
LMT,Licensed Massage Therapist,208VP0014X,INTERVENTIONAL PAIN MEDICINE PHYSICIAN,1
LOTR,Licensed Occupational Therapist Registered,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
LOTR,Licensed Occupational Therapist Registered,2081N0008X,NEUROMUSCULAR MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
LP,Licensed Psychologist,202C00000X,INDEPENDENT MEDICAL EXAMINER PHYSICIAN,1
LP,Licensed Psychologist,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
LP,Licensed Psychologist,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
LP,Licensed Psychologist,2084A0401X,ADDICTION MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
LP,Licensed Psychologist,2084P0005X,NEURODEVELOPMENTAL DISABILITIES PHYSICIAN,1
LPA,Licensed Psychological Associate,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
LPC,Licensed Professional Counselor,207P00000X,EMERGENCY MEDICINE PHYSICIAN,1
LPC,Licensed Professional Counselor,207PE0004X,EMERGENCY MEDICAL SERVICES (EMERGENCY MEDICINE) PHYSICIAN,1
LPC,Licensed Professional Counselor,207RC0000X,CARDIOVASCULAR DISEASE PHYSICIAN,1
LPC,Licensed Professional Counselor,207RH0003X,HEMATOLOGY & ONCOLOGY PHYSICIAN,1
LPC,Licensed Professional Counselor,207V00000X,OBSTETRICS & GYNECOLOGY PHYSICIAN,1
LPC,Licensed Professional Counselor,2080C0008X,CHILD ABUSE PEDIATRICS PHYSICIAN,1
LPC,Licensed Professional Counselor,2080P0206X,PEDIATRIC GASTROENTEROLOGY PHYSICIAN,1
LPC,Licensed Professional Counselor,2083A0300X,ADDICTION MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
LPC,Licensed Professional Counselor,2083P0500X,PREVENTIVE MEDICINE/OCCUPATIONAL ENVIRONMENTAL MEDICINE PHYSICIAN,1
LPC,Licensed Professional Counselor,208600000X,SURGERY PHYSICIAN,1
LPC,Licensed Professional Counselor,2086S0102X,SURGICAL CRITICAL CARE PHYSICIAN,1
LPC,Licensed Professional Counselor,2086S0122X,PLASTIC AND RECONSTRUCTIVE SURGERY PHYSICIAN,1
LPCC,Licensed Professional Clinical Counselor,207L00000X,ANESTHESIOLOGY PHYSICIAN,1
LPCC,Licensed Professional Clinical Counselor,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
LPCC,Licensed Professional Clinical Counselor,207QA0401X,ADDICTION MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
LPCC,Licensed Professional Clinical Counselor,207RH0003X,HEMATOLOGY & ONCOLOGY PHYSICIAN,1
LPCC,Licensed Professional Clinical Counselor,2083P0500X,PREVENTIVE MEDICINE/OCCUPATIONAL ENVIRONMENTAL MEDICINE PHYSICIAN,1
LPCC,Licensed Professional Clinical Counselor,2084N0600X,CLINICAL NEUROPHYSIOLOGY PHYSICIAN,1
LPCC,Licensed Professional Clinical Counselor,2084P0804X,CHILD & ADOLESCENT PSYCHIATRY PHYSICIAN,1
LPCC,Licensed Professional Clinical Counselor,208D00000X,GENERAL PRACTICE PHYSICIAN,1
LPCC-S,Licensed Professional Clinical Counselor - Supervisor,207P00000X,EMERGENCY MEDICINE PHYSICIAN,1
LPCC-S,Licensed Professional Clinical Counselor - Supervisor,2084P0800X,PSYCHIATRY PHYSICIAN,1
LPT,Licensed Physical Therapist,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
LPT,Licensed Physical Therapist,2081P2900X,PAIN MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
LPT,Licensed Physical Therapist,2081S0010X,SPORTS MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
LPTA,Licensed Physical Therapist Assistant,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
LSW,Licensed Social Worker,207QA0401X,ADDICTION MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
LSW,Licensed Social Worker,207QB0002X,OBESITY MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
LSW,Licensed Social Worker,207R00000X,INTERNAL MEDICINE PHYSICIAN,1
LSW,Licensed Social Worker,207RA0401X,ADDICTION MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
LSW,Licensed Social Worker,207RE0101X,"ENDOCRINOLOGY, DIABETES & METABOLISM PHYSICIAN",1
LSW,Licensed Social Worker,207RH0002X,HOSPICE AND PALLIATIVE MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
LSW,Licensed Social Worker,2080P0006X,DEVELOPMENTAL - BEHAVIORAL PEDIATRICS PHYSICIAN,1
LSW,Licensed Social Worker,2084P0015X,PSYCHOSOMATIC MEDICINE PHYSICIAN,1
LSW,Licensed Social Worker,2084P0804X,CHILD & ADOLESCENT PSYCHIATRY PHYSICIAN,1
LicAc,Licensed Acupuncturist,202D00000X,INTEGRATIVE MEDICINE PHYSICIAN,1
MD(H),Homeopathic Medical Doctor (Arizona),208000000X,PEDIATRICS PHYSICIAN,1
MDA,Medical Assistant,207L00000X,ANESTHESIOLOGY PHYSICIAN,1
MDA,Medical Assistant,207R00000X,INTERNAL MEDICINE PHYSICIAN,1
MFT,Marriage and Family Therapist,2084P0804X,CHILD & ADOLESCENT PSYCHIATRY PHYSICIAN,1
MFT,Marriage and Family Therapist,208D00000X,GENERAL PRACTICE PHYSICIAN,1
MFTI,Marriage and Family Therapist Intern,2084P0800X,PSYCHIATRY PHYSICIAN,1
MHC,Mental Health Counselor,207L00000X,ANESTHESIOLOGY PHYSICIAN,1
MHC,Mental Health Counselor,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
MHC,Mental Health Counselor,207R00000X,INTERNAL MEDICINE PHYSICIAN,1
MHC,Mental Health Counselor,208100000X,PHYSICAL MEDICINE & REHABILITATION PHYSICIAN,1
MHC,Mental Health Counselor,2083A0300X,ADDICTION MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
MHC,Mental Health Counselor,2086S0122X,PLASTIC AND RECONSTRUCTIVE SURGERY PHYSICIAN,1
MHC,Mental Health Counselor,208D00000X,GENERAL PRACTICE PHYSICIAN,1
MHP,Mental Health Professional,207X00000X,ORTHOPAEDIC SURGERY PHYSICIAN,1
NBC-HWC,National Board Certified Health and Wellness Coach,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207K00000X,ALLERGY & IMMUNOLOGY PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207KA0200X,ALLERGY PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207LP2900X,PAIN MEDICINE (ANESTHESIOLOGY) PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207N00000X,DERMATOLOGY PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207PH0002X,HOSPICE AND PALLIATIVE MEDICINE (EMERGENCY MEDICINE) PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207QA0401X,ADDICTION MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207RG0100X,GASTROENTEROLOGY PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207RH0003X,HEMATOLOGY & ONCOLOGY PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207RN0300X,NEPHROLOGY PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207SG0205X,PH.D. MEDICAL GENETICS PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,207W00000X,OPHTHALMOLOGY PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,208000000X,PEDIATRICS PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,2080P0006X,DEVELOPMENTAL - BEHAVIORAL PEDIATRICS PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,2084A0401X,ADDICTION MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,2084N0008X,NEUROMUSCULAR MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
ND,Doctor of Naturopathic Medicine,2084P0800X,PSYCHIATRY PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,204C00000X,SPORTS MEDICINE (NEUROMUSCULOSKELETAL MEDICINE) PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,204D00000X,NEUROMUSCULOSKELETAL MEDICINE & OMM PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,207KA0200X,ALLERGY PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,207QG0300X,GERIATRIC MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,207R00000X,INTERNAL MEDICINE PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,207RA0401X,ADDICTION MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,207RC0000X,CARDIOVASCULAR DISEASE PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,207RE0101X,"ENDOCRINOLOGY, DIABETES & METABOLISM PHYSICIAN",1
NMD,Doctor of Naturopathic Medicine,207VC0200X,CRITICAL CARE MEDICINE (OBSTETRICS & GYNECOLOGY) PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,2081P2900X,PAIN MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,2083B0002X,OBESITY MEDICINE (PREVENTIVE MEDICINE) PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,2083X0100X,OCCUPATIONAL MEDICINE PHYSICIAN,1
NMD,Doctor of Naturopathic Medicine,2084N0008X,NEUROMUSCULAR MEDICINE (PSYCHIATRY & NEUROLOGY) PHYSICIAN,1
OD,Doctor of Optometry,207L00000X,ANESTHESIOLOGY PHYSICIAN,1
OD,Doctor of Optometry,207P00000X,EMERGENCY MEDICINE PHYSICIAN,1
OD,Doctor of Optometry,207RC0200X,CRITICAL CARE MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
OD,Doctor of Optometry,207RG0100X,GASTROENTEROLOGY PHYSICIAN,1
OD,Doctor of Optometry,207RP1001X,PULMONARY DISEASE PHYSICIAN,1
OD,Doctor of Optometry,207WX0108X,UVEITIS AND OCULAR INFLAMMATORY DISEASE (OPHTHALMOLOGY) PHYSICIAN,1
OD,Doctor of Optometry,207X00000X,ORTHOPAEDIC SURGERY PHYSICIAN,1
OD,Doctor of Optometry,208000000X,PEDIATRICS PHYSICIAN,1
OD,Doctor of Optometry,2084P0005X,NEURODEVELOPMENTAL DISABILITIES PHYSICIAN,1
OD,Doctor of Optometry,208600000X,SURGERY PHYSICIAN,1
OMD,Oriental Medicine Doctor,204C00000X,SPORTS MEDICINE (NEUROMUSCULOSKELETAL MEDICINE) PHYSICIAN,1
OMD,Oriental Medicine Doctor,207Q00000X,FAMILY MEDICINE PHYSICIAN,1
OMD,Oriental Medicine Doctor,2081S0010X,SPORTS MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
OMS,Ostomy Management Specialist,204E00000X,ORAL & MAXILLOFACIAL SURGERY (D.M.D.),1
OPTICIAN,Licensed Optician,207W00000X,OPHTHALMOLOGY PHYSICIAN,1
OT,Occupational Therapist,207RC0000X,CARDIOVASCULAR DISEASE PHYSICIAN,1
OT,Occupational Therapist,207RC0001X,CLINICAL CARDIAC ELECTROPHYSIOLOGY PHYSICIAN,1
OT,Occupational Therapist,207RG0300X,GERIATRIC MEDICINE (INTERNAL MEDICINE) PHYSICIAN,1
OT,Occupational Therapist,2081N0008X,NEUROMUSCULAR MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
OT,Occupational Therapist,2085R0202X,DIAGNOSTIC RADIOLOGY PHYSICIAN,1
OT/L,Occupational Therapist Licensed,2083X0100X,OCCUPATIONAL MEDICINE PHYSICIAN,1
OTA,Occupational Therapy Assistant,207X00000X,ORTHOPAEDIC SURGERY PHYSICIAN,1
OTA,Occupational Therapy Assistant,208000000X,PEDIATRICS PHYSICIAN,1
OTA,Occupational Therapy Assistant,2081N0008X,NEUROMUSCULAR MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
OTA,Occupational Therapy Assistant,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
OTA,Occupational Therapy Assistant,2081S0010X,SPORTS MEDICINE (PHYSICAL MEDICINE & REHABILITATION) PHYSICIAN,1
OTA,Occupational Therapy Assistant,2083X0100X,OCCUPATIONAL MEDICINE PHYSICIAN,1
OTD,Doctor of Occupational Therapy,2080P0008X,PEDIATRIC NEURODEVELOPMENTAL DISABILITIES PHYSICIAN,1
OTD,Doctor of Occupational Therapy,2081P0010X,PEDIATRIC REHABILITATION MEDICINE PHYSICIAN,1
OTD,Doctor of Occupational Therapy,2084N0402X,NEUROLOGY WITH SPECIAL QUALIFICATIONS IN CHILD NEUROLOGY PHYSICIAN,1
OTR,Occupational Therapist Registered,207QA0000X,ADOLESCENT MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
OTR,Occupational Therapist Registered,207RC0000X,CARDIOVASCULAR DISEASE PHYSICIAN,1
OTR,Occupational Therapist Registered,207RC0001X,CLINICAL CARDIAC ELECTROPHYSIOLOGY PHYSICIAN,1
OTR,Occupational Therapist Registered,207X00000X,ORTHOPAEDIC SURGERY PHYSICIAN,1
OTR,Occupational Therapist Registered,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
OTR,Occupational Therapist Registered,2084N0402X,NEUROLOGY WITH SPECIAL QUALIFICATIONS IN CHILD NEUROLOGY PHYSICIAN,1
OTR,Occupational Therapist Registered,2084P0800X,PSYCHIATRY PHYSICIAN,1
OTR,Occupational Therapist Registered,208VP0014X,INTERVENTIONAL PAIN MEDICINE PHYSICIAN,1
OTR/L,Occupational Therapist Registered/Licensed,204C00000X,SPORTS MEDICINE (NEUROMUSCULOSKELETAL MEDICINE) PHYSICIAN,1
OTR/L,Occupational Therapist Registered/Licensed,207QA0000X,ADOLESCENT MEDICINE (FAMILY MEDICINE) PHYSICIAN,1
OTR/L,Occupational Therapist Registered/Licensed,207RC0000X,CARDIOVASCULAR DISEASE PHYSICIAN,1
OTR/L,Occupational Therapist Registered/Licensed,207RC0001X,CLINICAL CARDIAC ELECTROPHYSIOLOGY PHYSICIAN,1
OTR/L,Occupational Therapist Registered/Licensed,207X00000X,ORTHOPAEDIC SURGERY PHYSICIAN,1
OTR/L,Occupational Therapist Registered/Licensed,2083P0500X,PREVENTIVE MEDICINE/OCCUPATIONAL ENVIRONMENTAL MEDICINE PHYSICIAN,1
OTR/L,Occupational Therapist Registered/Licensed,2083P0901X,PUBLIC HEALTH & GENERAL PREVENTIVE MEDICINE PHYSICIAN,1
OTR/L,Occupational Therapist Registered/Licensed,2084P0800X,PSYCHIATRY PHYSICIAN,1
OTR/L,Occupational Therapist Registered/Licensed,208M00000X,HOSPITALIST PHYSICIAN,1
